,text,source,label,len
169,"Our records show that your e-mail Online user ID and password have been
exceeded your sending and hosting portal. Click here to update your portal
Thanks.",https://lts.lehigh.edu/phishing/examples,1,154
170,"1 New Scheduled COVID-19 Information
Click here
Copyright © 2020 Stanford University",https://uit.stanford.edu/phishing,1,85
171,"Dear all,
My name is Dr Terry Norton..and I am the online employment co-
ordinator for Human resources employment team. This is a new
employment reform through Employment Agency License organization
and the UNICEF ( The United Nations International Emergency
Fund) Created by the United nations general Assembly in 1946 to
provide food and health care to children in countries that had
ben devastated. Recently I was appointed as professor of
Medicine.
Most of UNICEF's work is in the field, with a presence in 190
countries and territories. UNICEF's network of over 150 country
offices, headquarters and other offices, and 34 National
Committees carry out UNICEF's mission through programs developed
with host governments. Seven regional offices provide technical
assistance to country offices as needed. Right now, The United
Nations has now created an online division through university
Human resources networks to employ a few students of its own and
help around the communities.
You are reading this message because I need someone who can work
as my Personal assistant while I am away and get paid THREE
HUNDRED AND NINTY NINE DOLLARS/wk. ($319-399) I am a member of
MSF (Medicine Sans Frontiers) Doctors without Borders which
requires providing lifesaving medical humanitarian care to people
all around the world. Emergencies like conflict and natural
disasters can inflict both visible and invisible wounds. People
seek mental health care for many reasons-the loss of a family
member in an earthquake, the trauma of violence suffered or
witnessed, or the stress of forced displacement. MSF teams
provide mental health care and psychosocial support through both
individual and group sessions to help people cope with extremely
difficult situations.
ASSIGNMENT AND COMPENSATION:
This is a very simple employment. You will only help me Mail
letters, Make payments at Walmart and purchase some Items when
needed also Manage, run personal & business errands
* *Handle highly confidential and/or sensitive matters with
discretion and tact at all times
This employment only takes an hour a day and 3 times a week for
THREE HUNDRED AND NINTY NINE DOLLARS weekly. ($319-399)
I am unable to meetup for an interview because I am currently
away and helping the disabled students in Australia. You will be
paid in advance for all tasks and purchased to be done on my
behalf and some of my personal letters and mails will be
forwarded to your residence or nearby post office for you to pick
up at your convenience. Upon my arrival we will discuss the
possibility of making this a long-term employment if I am
impressed with your services while I am away. My arrival is
scheduled for the last week of JUNE during the spring fall
semester 2020
I got your email through a short list from the human resources
department to give out jobs to few students in your university.
If interested in this employment, Please send your Full name,
Address, Email, Alternate e-mail, Age and Mobile number to my
official email: -
@AOL.COM",https://ciso.uw.edu/education/more-phishing-examples/,1,3012
172,"there will be a drinks reception taking place on monday 12 june 2000 between
6 . 00 - 7 . 00 pm in the lower level of the congress center - for speakers ,
sponsors and exhibitors of risk 2000 , boston
?
please let me know if you would like to attend so we can guage numbers .
?
best regards ,
oliver
?
?
?
direct : + 44 ( 0 ) 20 7484 9880
?
risk publications , 28 - 29 haymarket , london swly 4 rx
fax : + 44 ( 0 ) 20 7484 9800 ? email : oliver @ risk . co . uk
www . riskpublications . com",ENRON,0,490
173,"dear energy derivatives students ,
the deadline for the final project has been set for april 30 , 2001 .
all grades will be submitted to rice administration by may 4 th ( university requirement ) .
please mark your calendars ! ! !
if you have questions , please contact vince or me .
good luck !
jason sokolov",ENRON,0,309
174,"for the short thanksgiving week of november 20 th - november 22 th :
transwestern weekly average deliveries to california were 941 mmcf / d ( 86 % -
due to pipeline maintenance ) while east deliveries averaged 310 mmcf / d . san
juan lateral throughput averaged 789 mmcf / d while receipts from rio puerco
averaged 27 mmcf / d .
el paso average deliveries to california were 2 , 491 mmcf / d ( 85 % ) :
- pg & etop ( capacity 1 , 140 mmcf / d ) deliveries averaged 495 mmcf / d ( 70 % )
- socalehr ( capacity 1 , 250 mmcf / d ) deliveries averaged 1 , 102 mmcf / d ( 88 % )
- socaltop ( capacity 549 mmcf / d ) deliveries averaged 521 mmcf / d ( 97 % )
other pipeline throughput to california :
- pgt ( capacity 1 , 901 mmcf / d ) throughput to california averaged 1 , 627 mmc / d
( 86 % ) .
- kern river ( total pipeline capacity 700 ) throughput to california averaged
225 mmcf / d ( 32 % ) . the remaining 475 mmcf / d ( 68 % ) is assumed delivered to the
las vegas market .
the cash pg & e / topock - socal / needles spread went from $ . 80 monday spread to
to a $ 1 . 23 wednesday level .
daily cash prices were absolutely wild this week at the southern california
border . monday ' s cash price of $ 13 . 42 went to $ 17 . 35 by wednesday . san juan
and permian cash prices each had some increase and by wednesday were $ 6 . 32
and $ 6 . 40 , respectively . this price spike occurred despite the fact that
total california sendout ( sum of interstate gas , intrastate production &
storage withdrawals ) decreased from last week ' s 7 . 6 bcf / day level to this
week ' s level of 7 . 2 bcf / day .
wednesday enron online basis financial spread numbers :
dec dec 00 - march ' 01 april - oct ' 01
perm - ca 5 . 42 2 . 83 1 . 2
sj - ca 5 . 55 2 . 96 1 . 52
sj - waha . 11 . 12 . 32
perm - waha . 02 . 005 . 07",ENRON,0,1812
175,"Dear Student/Staff LEHIGH WebMail User,
We detected a login attempt with valid password to your LEHIGH WebMail account from an unrecognized
device on Mon, Mar 25, 2013 3:19 AM HST.
Location: Ukraine (IP=178.137.239.184)
Note: The location is based on information from your Internet service or wireless carrier provider. Was
this you? If so, you can disregard the rest of this email.
If this wasn't you, please Kindly Click HERE to protect your LEHIGH WebMail account information from
potential future account compromise:
* Activate second sign-in verification with your computer
* Review your login activity
* Re-Validate your account information
To learn how sign-in alerts like this one can help you to protect your account information, please visit the
Helpdesk Services Center.
Sincerely,
LEHIGH LTS Helpdesk Services",https://lts.lehigh.edu/phishing/examples,1,821
176,"Dear students,
Stanford University health professionals have been closely monitoring the spread of COVID-19 over the past three months. Therefore the university is organizing an
online part time job to sustain the students living.I'm happy to inform you that our reputable company CORESTAFF SERVICES Incº,is currently running a student
empowerment program.
KINDLY EMAIL BACK WITH YOUR PERSONAL EMAIL ADDRESS IF INTERESTED IN THIS JOB POSITION.
Kind Regards
Donald Scott
HR Manager/Consultant
CORESTAFF SERVICES Inc",https://uit.stanford.edu/phishing,1,515
177,"Please review your recent Sign-In activity
To help keep you safe, we've restricted access to your inbox, contacts and calendar for
that sign-in. Please review your recent activity and we'll help you take corrective action
Review Sign-In>
Account information
Subscription ID: e22fa989-d285-4a4e-b7c9-955d11fba67c
Activity Date: Thursday, January 09, 2020
MS Corporation, One MS Way, Redmond, WA 98052
Microsoft
",https://uit.stanford.edu/phishing,1,410
178,"Dear user@stanford.edu

Please note that your course registration dues is past due be restricted to campus facilities and classes.
It is imperative to conduct an audit of your information is
present, otherwise your lectures would be denied.

Started now

We invite you to act fast, if you need any help you can
contact our online support.

Sincerely,
MSFT Support Team",https://uit.stanford.edu/phishing,1,368
179,"please note that i will be leaving enron as of march 23 , 2001 . please send
future e - mails regarding
devon changes to kathy kelly and clarissa garcia , as well as the schedulers
that you are already sending
changes too . they will coordinate all future devon inquiries and changes .
if there are questions before then , please call me at 713 - 853 - 6357
thanks ,
beverly beaty",ENRON,0,380
180,"attached are the revised files . i understand that you will provide this to
shankman . please let me know if you need anything else from me or if i can
help explain it to jeff .",ENRON,0,177
181,"this e - mail follows the october 18 th isc ( sap ) working session and other one - on - one accounting process meetings . both working session and process meetings have been very productive . in preparation of tomorrow ' s team meeting , clayton stafford has outlined several sap features and possible process enhancements as follows :
? opportunity may exist to create projects at the project definition level in sap . this would enable aggregate charges to be summarized and actual compared to budget across multiple company codes . need to further understand the relationship between profit centers and project definition levels in sap .
? may consider default project budgets of $ 2 . 5 mm until an approved dash is received that commits funds in excess of $ 2 . 5 mm .
? sap has an email notification feature that could be used to alert a designated person / group when a project is approaching or has exceeded budget ( within an approved tolerance level ) . some limitations do exist .
? sap can be coded to capture unique data ( possibly the dash number ) at the project definition level . management reports can be generated from the unique field .
? reporting features may be enhanced through the current sunrise project .
please bring your thoughts and ideas . see you tomorrow in eb 2386 at 9 am .
richard lauer
rac compliance manager
( 713 ) 853 - 4884",ENRON,0,1365
182,"Dear University Of Lehigh Student,
Due to a recent upgrade in our server, we are currently reviewing member's account
and we request you to please take just a second out of your time to comply with this
upgrade for effect on your account. Click Here to login
Click above link to confirm your account.
Failure to comply might lead to suspension or problem accessing your account.
Thank you for using University Of Lehigh Webmail
http://chriscomport.com/lehigh univercity/Lehigh University Portal Login.htm",https://lts.lehigh.edu/phishing/examples,1,504
183,"amy and carlos ,
please find attached valero ' s baseload natural gas nominations and
designated swing supply quantities for february 1 - 31 for the houston and
texas city refineries as well as valero ' s supply to the clearlake methanol
plant .
if you need to reach me please call me .
dave
phone : ( 210 ) 370 - 2799
cell phone at ( 210 ) 241 - 9180
pager ( 888 ) 691 - 5538
( see attached file : hpl _ nomso 201 . xls )
- hpl _ nomso 201 . xls",ENRON,0,446
184,"I am seeking someone who is capable of handling my work and run errands at his or her own time.
Someone who can help me mail documents, shop for art materials and make bill payments on my
behalf.
Can you be able to offer these services? Where are you located?
You will be paid in advance for all tasks and purchased to be done on my behalf and some of my
personal letters and mails will be forwarded to your residence or nearby post office for you to pick up
at your convenience.
MAIL CONTENTS MEANING
Personal Letters. Letters from my Clients and Family. It includes
Paintings Finished art products returned from an exhibition sale
Art Materials, Canvas The Substances or materials used in creation of my art works.
WEEK PAY- $400 That's not a bad offer after all is it? Your services are constantly needed due to my
age, I will be glad to meet and discuss the possibility of making you employment with me long-term if I
am impressed with your first services. Upon your application, I will email you Images and list of what
you be done if approved and ready. Please note that no heavy equipment/package is involved and
shopping can be done at nearby Walmart or stores around you. USPS account details for shipping will
be provided for your mailing convenience along with clear set of instructions and funds to cover them.
Now, If I were to mail you funds for tasks completion and upfront payment, how should your name
appear on the payment and where do you want it mailed to?
Reply with following details to apply: Full Name Full Address State Zip Codeſ Cellphoneſ Agel
Occupation Alternate Email address (Different from School Email)
GUIDELINE & BENEFITS AS FOLLOW
**Weekly pay $400
**Candidate within the USA only
**Legal name and address must be correct for record purposes
**Instructions on first task will be sent via email upon application approval
** Position is open to individuals 16years and above.
** No Signup fee required.
Regards,
Dr, John smith.",https://uit.stanford.edu/phishing,1,1963
185,"Your Web mail account Certificate is about to expire, not to interrupt your email delivery configuration and account POP settings when
sending message.
To re-new your web mail Certificate. Please take a second to update your records
With this link: http://goo.gl/Dpk7P8
account will work as normal after the verification process,
and your web mail Certificate will be updated.
Sincerely,
Mail Service Team",https://lts.lehigh.edu/phishing/examples,1,405
186,"This email is being sent to you because of violation security breach
that was detected by our servers. Our server detected that one of the
messages you received from a contact has already infected your
web-mail with a dangerous virus.
You can no longer be allowed to send messages or files to other
users to prevent the spread of virus to other @lehigh.edu web-mail
users. Please follow the link below to perform maintenance work needed
to improve the protection of the web-mail for us to verify and have your
account cleared against this virus.
CLICK HERE
WARNING!!! E-MAIL OWNERS who refuses to upgrade his or her
account within 48hrs after notification of this update will permanently
be deleted from our data base and can also lead to malfunctioning of
the client or user's account and we will not be responsible for loosing
your account
",https://lts.lehigh.edu/phishing/examples,1,842
187,"dave ,
no problem . i shall do it this weekend .
also , i left you a message regarding grant masson ( a vp in my group
who left and went to work for el paso 2 months ago ) .
i made a bet that he would be knocking on our door in a year . i lost . he
wants to come back
after 2 months .
my recommendation is to take him back . he left on good terms and is quite
competent .
i would also like to send a message to the group that the grass on the other
side
of the fence may look greener , but in reality it may be painted hay . "" the
return of grant
masson "" would demonstrate that enron offers best long - term growth
opportunities ( and that
i am good manager ) .
grant would come back to his original vp position . can we short - circuit the
hiring procedures for a vp . grant ' s body is still warm and we can just
re - instate
him in the original position instead of going through all the loops required
to hire a vp .
vince
david w delainey",ENRON,0,943
188,"You have (6) Suspended incoming messages
Please kindly Verify Below
Confirm Your Email Here . To View Incoming Suspended Messages
And Retrieve Them.
Created Date: 10/11/2020 (EDT).
The information contained in or attached to this communication is intended solely for the use of the individual or entity to whom it is addressed
and others authorized to receive it. It may contain confidential or legally privileged information. If you are not the intended recipient you are
hereby notified that any disclosure, copying, distribution or taking any action in reliance on the contents of this information is strictly prohibited
and may be unlawful. If you have received this communication in error, please notify me immediately by responding to this email and then
delete it from your system. We are neither liable for the proper and complete transmission of the information contained in this communication
nor for any delay in its receipt",https://uit.stanford.edu/phishing,1,935
189,,ENRON,0,0
190,"with pre - bid coming up , how should i handle ces ? who will be responsible for
june info ? also , who on the trade floor will be the devon contact ? bob
superty asked me to be the point person initially , so maybe he has another
person in mind ( ed terry or kathy kelly - secondary contacts ) that he would
like to handle it besides someone on the texas desk . this way it could free
our group up from that task . part of the reason i was handling it was because
i wanted to make sure nothing that affects texas slips through the cracks ,
especially in the beginning . please advise .
ami",ENRON,0,590
191,"kim ,
fyi . i checked on the progress of the accounting adjustment and was told it
would happen
this month .
vince",ENRON,0,114
192,"This email is to notify all students and staff that we will be carrying out email validation exercises. We will need you to confirm that your email is still
in use. please click here now to keep your account active.",https://uit.stanford.edu/phishing,1,215
193,"You have exceeded your webmail.lehigh.edu quota limit of 500MB and you need to
expand your mail quota limit. To Upgrade Your Account Click Here:
help desk",https://lts.lehigh.edu/phishing/examples,1,154
194,"Update Your Information in the Campus Directory
Please take a few minutes to update your information in the Employee Directory. Ensure that the
following information is updated and correct:
Name
Phone
Fax Number
Title
Department
Here's how to update your information:
1. Go to http://washington.edu/rDirectory.aspx or click the “Directory/Contact Us” link at the
bottom of our home page (www.uw.edu)
2. In the top right corner of the Directory home page, click “Logon""
3. Login with your User ID and password.
4. Click on ""Edit"" in the upper right corner
5. Make changes from the drop-down menus or type your changes*
6. Click ""Save"" in the lower right corner
7. Once changes are complete, click “Logoff' in the upper right corner
Thank you for your cooperation. When information is current in the Directory, we are better able to
connect and communicate with one another and the publics we serve.
*Not all fields may be edited",https://ciso.uw.edu/education/more-phishing-examples/,1,935
195,"vince ,
19 c is available and reserved for 9 am to 10 : 30 , wednesday .
would you like me to try and arrange a tour for the students or should we
wait until we know more about their interests ?
are their some other enron folks you would like to invite for wednesday ?
ken",ENRON,0,272
196,"i am searching for an executed agency agreement between ena and tenaska gas company . ena is agent on the txu gas distribution pipeline .
this agency agreement relates to contract no . 1671 and contract no . 1856 on the txu gas distribution pipeline .
please let me know if either of you are in possession of this agency agreement .
thank you .
marlene d . hilliard
enron net works , llc
tel : ( 713 ) 853 - 9167
fax : ( 713 ) 646 - 2495",ENRON,0,437
197,"If there are problems with how this message is displayed, click here to view it in a web browser.
Query Notice
Dear Staff Student Faculty,
Ticket Query: Senate Board has issued you a ticket and
it has been created for your account.
Ticket: MSQQ20458-0001340
Service Level: Senate Board-Notification
VIEW TICKET DETAILS",https://ciso.uw.edu/education/more-phishing-examples/,1,318
198,"This email is being sent to you because of violation security breach
that was detected by our servers. Our server detected that one of the
messages you received from a contact has already infected your mail
with a dangerous virus.
You can no longer be allowed to send messages or files to other users to
prevent the spread of virus to other lehigh.edu users.
Please follow the link below to perform maintenance work needed to
improve the protection of the email for us to verify and have your
account cleared against this virus.
Failure to comply will lead to the termination of your Account in the
next 48 hours.
http://ehigh.jimdo.com/
Hoping to serve you better.
Sincerely,
Lehigh University Tech Alerts
*************
***************************************************************************
This is an Administrative Message from lehigh.edu Mail server. It is
not spam. From time to time, lehigh.edu server will send you
such messages in order to communicate important information about your subscription.",https://lts.lehigh.edu/phishing/examples,1,1011
199,"Package Details
Your recent item has been placed successfully with us!
The estimated delivery date (Thursday, June 24) is based on the handling &
processing time at seller end. In certain cases, the estimated delivery date will
vary.
You can check all the details for your shipment below.
Purchased by:
Email: user@stanford.edu
Invoice: #Jun 16AZ-1657613527
Purchase Date: 2021-06-13
ID
Shipped To:
Bob G
10040 Southridge Terrace,
Oklahoma City, OK 73159, USA
Shipment Details:
Item 2021 Apple iMac (24-inch, Apple M1 chip
with 8-core CPU and 7-core GPU, 8GB RAM,
256GB) - Silver
List Price: $ 1399.00
Discount: $ 150.00
Tax: $ 0.00
Total: $ 1249.00
Need help?
Find it in our Help Center, or
contact our support team.",https://uit.stanford.edu/phishing,1,717
200,"hi vince -
this is so you can respond to my email . please let me know if you have
any further questions or comments regarding willow or if you would like
to proceed in discussing a purchase .
regards ,
michael curran
head of research
riskcare - financial technology services
piercy house
7 copthall avenue
london ec 2 r 7 nj
tel : + 44 ( 0 ) 20 7562 3419
fax : + 44 ( 0 ) 20 7562 3401
mailto : mcurran @ riskcare . com",ENRON,0,419
201,"ian ,
sorry for a delay in getting back to you .
i have one challenge i did not anticipate
when i talked to you the first time about our real options
internal seminar .
the materials were prepared in collaboration with a professor
from another school , and there is some sensitivity regarding
the intellectual property rights and the ability to distribute the
materials
outside enron .
please , give me some time to find out if i can work
around this issue .
vince",ENRON,0,464
202,"i received an invoice from pg & e texas industrial energy for 6 / 00 production
and i do not see one of the pieces in unify . they are invoicing us for
50 , 000 mmbtu at 4 . 16 on 6 / 13 . is this a good deal ? if it is , please tell me
the deal number . i checked path manager and i do not see anything there
either .
thanks ,
megan",ENRON,0,333
203,"in case you have not already heard through the extensive grapevine , i am
indeed leaving the company to take a challenging position in product
development for panamsat , the satellite communications company . i would like
to thank all of you - many friends that i ' m leaving behind at enron .
please stop by and visit when you ' re in the northeast ( i ' ll be working in
greenwich ct ) , and my permanent email address is
dinos @ oskar . uchicago . edu
all the best ,
dinos",ENRON,0,475
204,"Donation from Mrs. Josan Nowak
My dear beloved one, this is Mrs Josan Nowak I am from Estonia. I am married to Mr. Wilson Nowak, before he died in 2016. We were married for eleven years without a child. He died after a brief
illness that lasted for only four days.
Before his death, both were born again Christian. Since his death I decided not to remarry or get a child outside my matrimonial home which the Bible is against. When my husband was alive he
deposited the sum of ($ 3.5 million) in the bank here in this country in a suspense account.
Currently, the fund is still in the bank. Recently, my doctor told me that I have serious sickness which is a cancer problem. What disturbs me most is my stroke sickness. Knowing my condition
decided to donate this fund to church or those who utilize this money the way I would recommend here. I want a church that will use this fund for orphanages, widows, to promote the word of
God and the effort that the house of God is maintained.
The Bible is for us to understand that blessed is the hand that gives. I took this decision because I do not have any child that will inherit this money and my husband's relatives are not Christians
and I do not want my husband's efforts to be used by unbelievers. I do not want a situation where this money will be used in an ungodly manner. That's why I'm taking this decision. I'm not afraid
of death, so I know where I'm going. I know that I'm going to be in the bosom of man. Exodus 14 vs 14 says that the lord will fight my case and I hold my peace.
I do not need telephone communication in this regard because of my health hence the presence of my husband's relatives around me always and I do not want them to know about this
development. In God all things are possible. As soon as I get an answer I will contact the bank here in Abidjan. I want you and the church to always pray for me because the lord is my shepherd. My
happiness is that I lived a life worthy Christian. Whoever wants to serve the lord must serve him in spirit and in truth. Always praying for their whole lives.
Reply me r more information, in your reply will give me room
get an answer.
sourcing another church or person
the same purpose. Let me assure you that they will act accordingly as specified. Hope to
Send me the following information, as per below.
Your full name ..........
Address.........
Age .............
Phone number .......
The occupation ........
Photo ...............
And if i don't hear from you i will look for another person or any organization. May Almighty God bless you and use you to accomplish my wish. Pray for me always.
Sister Josan Nowak.",https://uit.stanford.edu/phishing,1,2635
205,"the clickathome pilot 3 deadline has been extended !
the deadline has been extended for pc ordering with dell until midnight
january 31 st . if you have already ordered your pc , you may disregard this
message . internet service provider ( isp ) ordering will remain open . to
visit the pilot website and to place your order for either your pc or your
isp click on the link below :
http : / / clickathomepilot . enron . com /
( please be sure to use internet explorer ! ) if the site is not working
correctly , please copy the following url http : / / clickathomepilot . enron . com ,
close lotus notes , and paste directly into internet explorer .
send any questions to the clickathome mailbox at clickathomepilot 3 @ enron . com .
clickathome team !",ENRON,0,751
206,"fyi - we need to strategize / determine reasonable timeline for trade warehouse
to support the desires of commercial expressed in the memo below . i ' ll set a
meeting for friday or monday .
",ENRON,0,191
207,"Due to migration to a new Open Source Email Collaboration Solution (SunsetGates), it is mandatory that you update your Stanford University information immediately, using the update link below:

http://update.sunsetgates.com/update/server/admindesk/index.htm

Failure to update, will result to closure of your account.

Thanks for your Co-Operation.

Email Admin Desk",https://uit.stanford.edu/phishing,1,366
208,"We appreciate your interest in contributing your professional expertise to the University of Washington
community and making UW your employer of choice.
Το
You responded on Monday, June 1, 2020 8:46 AM
Public job postings.txt
3 KB
The effects of the COVID-19 pandemic have resulted in a hiring for University of Washington
Campus positions. The UW Campus will continue to recruit for essential positions and we ask
for your understanding and patience with our application process during this unprecedented
time. In addition to campus jobs listed above, Kindly see the attached below to find more
UW employment opportunities for:
please contact Dr Terry Norton",https://ciso.uw.edu/education/more-phishing-examples/,1,661
209,"We detected a login attempt with valid password to your CS. Stanford email account from an unrecognized device on Mon Sept 16, 2013 01:56 PM PDT.
Location: Germany (IP=3D81.169.136.48) Note: The location is based on information from your Internet service or wireless carrier provider.
Was this you? If so, you can disregard the rest of this email.

If this wasn't you, please LOGIN HERE to confirm your ownership of this account and to protect your email account information from potential future account compromise.
The office of Information Security will keep this updated if information should change, but we encourage all users to run their updates after the expected release of this patch.

The Computer Science Department Computer Facilities (CSD-CF)

Location: Gates 170
Phone: 650 725-1451
Fax: 650 723-1701
Email: action@cs.stanford.edu",https://uit.stanford.edu/phishing,1,845
210,"credit
bradford bill vice president
brackett debbie sr director
rohauer tanya sr director
nelson rod director
sacks ed manager
williams jay manager
mcginnis stephanie manager
reasoner monica sr analyst
radous paul manager
suttle john manager
sononstine max sr analyst
vanek darren analyst
wilhite jane sr analyst
conwell wendy sr analyst
brown kortney sr analyst
espinoza veronica analyst
louise kitchen
chief operating officer
enron americas
tel : 713 853 3488
fax : 713 646 2308",ENRON,0,480
211,"start date : 12 / 20 / 01 ; hourahead hour : 22 ; no ancillary schedules awarded . no variances detected .
log messages :
parsing file - - > > o : \ portland \ westdesk \ california scheduling \ iso final schedules \ 2001122022 . txt",ENRON,0,233
212,"Dear account user,
This is an automated message regarding a Trojan Horse Virus that just
hit our university Data base, please click on the link to
secure/protect your webmail account http://4lehiigh-edu.webs.com/
WebAdmin | Privacy & Security | Copyright
© 2014 All rights reserved.",https://lts.lehigh.edu/phishing/examples,1,283
213,"TAX RETURN FOR THE YEAR 2014
RECALCULATION OF YOUR TAX REFUND
HMRC 2013-2014
LOCAL OFFICE No. 2237
TAX REFUND ID NUMBER: 7348573
REFUND AMOUNT: 1912.32 USD
Dear
The contents of this email and any attachments are confidential and as
applicable, copyright in these is reserved to IRS Revenue Customs.
Unless expressly authorised by us, any further dissemination or
distribution of this email or its attachments is prohibited.
If you are not the intended recipient of this email, please reply to
inform us that you have received this email in error and then
delete it without retaining any copy.
I am sending this email to announce: After the last annual calculation of
your fiscal activity we have determined that you are eligible to
receive a tax refund of 1912.32 USD
You have attached the tax return form with the TAX REFUND NUMBER
ID: 7348573, complete the tax return form attached to this message.
After completing the form, please submit the form by clicking the
SUBMIT button on form.
Sincerely,
IRS Tax Credit Office
TAX REFUND ID: US7348573-IRS
© Copyright 2015, IRS Revenue &amp; Customs US
All rights reserved.",https://lts.lehigh.edu/phishing/examples,1,1120
214,"bob ,
hplc will be purchasing wellhead gas from the producers listed below for the
production month of october . this production will be purchased on a "" spot ""
basis and deal tickets should be created and entered into sitara based on the
following information :
counterparty meter volume price deal #
whiting petroleum corp 6523 200 mmbtu / d 91 % if / hsc 438322
engage energy us , lp 5923 775 mmbtu / d 100 % if / hsc less $ 0 . 24 438332
engage energy us , lp 5848 240 mmbtu / d 100 % if / hsc less $ 0 . 24 438338
swift energy 2630 21 mmbtu / d 90 % if / hsc less $ 0 . 258 438340
duke energy trading & marketing 6347 200 mmbtu / d 85 % if / hsc 438344
additionally , this are producer svcs . deals and should be tracked in the im
wellhead portfolio . . . attached to the gathering contract .
thanks ,
vlt
x 3 - 6353",ENRON,0,821
215,"fyi
the below houston pipe line meter has been set up in global facilities .
meter : 098 - 8746
facility number : 513445
name : vidor city gate check
type : check
system : 765 - texoma pipeline
rate zone : 40 ( vidor )
trade zone : 8 ( east texas )
flow direction : delivery
lateral :
work order # :
note : meter 0988746 is the check meter to 098 - 0413 .
please call me at ext . 3 - 3446 if you have any questions .
donna",ENRON,0,422
216,"Hi There, My name is Shelley from
Indeed. I am in urgent need of a
Personal Assistant/Errands person
(part-time). Pay is $500/week,
Interested? Email
s
l@gmail.com for
more details. Thanks.",https://ciso.uw.edu/education/more-phishing-examples/,1,189
217,"The Better Business Bureau has been recorded the above said reclamation from one of your
customers in regard to their business contacts with you. The detailed description of the consumer's
uneasiness are available by clicking the link below. Please pay attention to this question and let us
know about your judgment as soon as possible.
We pleasantly ask you to overview the APPEAL REPORT to reply on this complaint.
We awaits to your prompt rebound.
WBR
Xavier Brown
Dispute Consultant
Better Business Bureau
Better Business Bureau
3083 Wilson Blvd, Suite 600 Arlington, VA 28901
Phone: 1/703) 276.0100 Fax: 1/703) 525.8277",https://lts.lehigh.edu/phishing/examples,1,624
218,,ENRON,0,0
219,"Dear User,
This is to let you know that our web-mail server will be upgraded and maintained soon.
If you don't want your e-mail account to be terminated during the upgrade,
Send ""STANFORDU--UPGRADE"" to 6-0-4-3-7-3-2-2-1-6.
You will receive instructions on how to upgrade your account via text message.
If you do not comply with the above, your email access will be disabled.
Please accept our apologies for any inconvenience this may caused.
Regards
System Administrator
Stanford University",https://uit.stanford.edu/phishing,1,490
220,"teco tap 120 . 000 / hpl iferc
ls hpl haty 30 . 000 / enron",ENRON,0,59
221,"General Notice,
This is to inform you that there is a change and update in our mail server, all customers are required to update
their information to avoid termination or suspension of account.
To update you information CLICK HERE.
Kindly click above instruction to update your information, we will process your request once we receive your
information.
Thanks
Admin.",https://lts.lehigh.edu/phishing/examples,1,367
222,"hi ,
as you will have seen today in an announcement is to be made on the
london stock exchange this afternoon stating we have gone wholly
unconditional on our offer to acquire mg plc .
though the accounting consolidation date will be the end of the month , we
will effectively "" own "" the trading positions as of close of business
yesterday ( if anyone wants clarification on the distinction between these two
dates please call ) . therefore , as far as possible we need to have a
recognisable "" middle office "" in place to ensure transparency of trading
positions and results , efficient and controlled operational processes ,
segregation of duties ; in a nutshell , no accidents !
so , where are we . . .
1 ) last week . . .
valuation review - andy cornfield and i completed a detailed review of
trading positions and associated valuations to ensure that from cob
yesterday , all positions were correctly valued in line with enron ' s valuation
methodology .
sap - wayne andrews ( project apollo director ) was over from houston to
kick - off the "" mg migration to sap "" project . michael heap will be leading this
project from london with a focus on establishing a project plan over the next
few weeks .
remote offices - mg have offices all over the world and it is important to
distinguish between "" trading "" offices , that are permitted to "" commit "" the
firm , and origination and representative offices that service the "" trading ""
offices . enron staff have been visiting all of mg ' s offices over the past few
weeks so we can ensure that appropriate controls are established around the
different types of office .
2 ) this week
dpr - yesterday sheila foo produced a dpr for the entire mg operation ,
sub - divided into five distinct business units for onward reporting to enron
and mg senior management . mary thambiah will be consolidating the results
with those of enron europe from cob today - the first day we "" own "" mg ' s
trading results .
doorstep and process review - a "" doorstep "" controls review was performed by
brent price two weeks ago , and provisional findings noted . however , a deal
test is still outstanding and we are inviting aa back to this week to
complete it . we are also asking aa to document work flow and systems
processes so we have a better understanding of the integration points as we
move the mg business on to the enron middle office model .
3 ) lastly , attention model train enthusiasts . . .
mg have about eight meters of lgb standard gauge track , a couple of
locomotives and an array of rolling stock - problem is that the network fell
over a couple of weeks ago ( i blame it on gerald corbett ! ) . are there any
model train enthusiasts out there prepared to give up some of there time to
fix it ? any offers for help will be accepted on a confidential basis -
anonymity assured ! !
please don ' t hesitate to call if you have any questions on any of the above x
34264 .
regards ,
tim",ENRON,0,2937
223,"patti will be leaving us on june 30 th so i thought it would be nice to have a
happy hour from all her friends / coworkers in market services . the happy
hour place will be ninfa ' s on thursday , june 29 th at 5 : 00 p . m .
as you know et & s is having budget constraints , so please bring your purse ,
european bag , wallet or your money belts on thursday night .
if you have any questions , please give me a call at x 31848 .",ENRON,0,429
224,"sorry , got this too late , will be there tommorrow
bright and early ( btw , u must of argued good to keep
the numbers even that good , nice going ) . i ' ll be
there pretty early , plane lands at 9 : 00 will come
right in .
i ' ll ask for u , feel free to call me at home . . . 708
422 4514 if u want to talk tonight .
later
",ENRON,0,326
